card_1,card_2,card_1_W,card_1_L,Games Played,card_1_overall_rating,card_1_matchup_rating
Golem,Mega Knight,0,0,0,0.4781,0.5625
Golem,Mortar,0,0,0,0.4781,0.5625
Golem,Mother Witch,0,0,0,0.4781,0.5625
Golem,Musketeer,0,3,3,0.4781,0.4392
Golem,Night Witch,0,0,0,0.4781,0.5625
Golem,P.E.K.K.A,0,1,1,0.4781,0.567
Golem,Poison,2,4,6,0.4781,0.4027
Golem,Princess,0,1,1,0.4781,0.567
Golem,Rage,1,0,1,0.4781,0.576
Golem,Ram Rider,1,0,1,0.4781,0.576
Golem,Rascals,0,1,1,0.4781,0.567
Golem,Rocket,0,0,0,0.4781,0.5625
Golem,Royal Delivery,1,1,2,0.4781,0.4861
Golem,Royal Giant,0,0,0,0.4781,0.5625
Golem,Rune Giant,1,0,1,0.4781,0.576
Golem,Suspicious Bush,2,0,2,0.4781,0.625
Golem,The Log,1,4,5,0.4781,0.3898
Golem,Tombstone,2,2,4,0.4781,0.5359
Golem,Vines,1,3,4,0.4781,0.4097
Golem,Witch,1,2,3,0.4781,0.4636
Golem,Wizard,0,0,0,0.4781,0.5625
Golem,X-Bow,2,0,2,0.4781,0.625
Golem,Zappies,0,0,0,0.4781,0.5625
Graveyard,Baby Dragon,2,0,2,0.7729,0.625
Graveyard,Barbarian Hut,2,2,4,0.7729,0.5359
Graveyard,Berserker,0,0,0,0.7729,0.5625
Graveyard,Dart Goblin,5,2,7,0.7729,0.7438
Graveyard,Electro Spirit,6,1,7,0.7729,0.7438
Graveyard,Electro Wizard,2,2,4,0.7729,0.5359
Graveyard,Elixir Golem,0,0,0,0.7729,0.5625
Graveyard,Executioner,0,0,0,0.7729,0.5625
Graveyard,Fireball,6,5,11,0.7729,0.6494
Graveyard,Fisherman,0,0,0,0.7729,0.5625
Graveyard,Flying Machine,5,2,7,0.7729,0.7438
Graveyard,Furnace,1,0,1,0.7729,0.576
Graveyard,Giant,1,3,4,0.7729,0.4097
Graveyard,Giant Snowball,1,0,1,0.7729,0.576
Graveyard,Goblin Barrel,2,0,2,0.7729,0.625
Graveyard,Goblin Demolisher,1,2,3,0.7729,0.4636
Graveyard,Goblin Drill,0,0,0,0.7729,0.5625
Graveyard,Goblin Giant,1,0,1,0.7729,0.576
Graveyard,Goblin Hut,7,6,13,0.7729,0.6541
Graveyard,Golem,3,0,3,0.7729,0.6612
Graveyard,Hunter,0,0,0,0.7729,0.5625
Graveyard,Ice Spirit,3,0,3,0.7729,0.6612
Graveyard,Ice Wizard,0,0,0,0.7729,0.5625
Graveyard,Inferno Tower,0,0,0,0.7729,0.5625
Graveyard,Knight,7,5,12,0.7729,0.6885
Graveyard,Lava Hound,3,1,4,0.7729,0.6891
Graveyard,Mega Knight,0,0,0,0.7729,0.5625
Graveyard,Mortar,0,0,0,0.7729,0.5625
Graveyard,Mother Witch,2,1,3,0.7729,0.6367
Graveyard,Musketeer,6,5,11,0.7729,0.6494
Graveyard,Night Witch,0,2,2,0.7729,0.4861
Graveyard,P.E.K.K.A,2,0,2,0.7729,0.625
Graveyard,Poison,4,2,6,0.7729,0.702
Graveyard,Princess,0,0,0,0.7729,0.5625
Graveyard,Rage,1,1,2,0.7729,0.4861
Graveyard,Ram Rider,4,5,9,0.7729,0.4737
Graveyard,Rascals,5,4,9,0.7729,0.6438
Graveyard,Rocket,1,0,1,0.7729,0.576
Graveyard,Royal Delivery,2,0,2,0.7729,0.625
Graveyard,Royal Giant,0,0,0,0.7729,0.5625
Graveyard,Rune Giant,0,0,0,0.7729,0.5625
Graveyard,Suspicious Bush,2,2,4,0.7729,0.5359
Graveyard,The Log,4,5,9,0.7729,0.4737
Graveyard,Tombstone,5,2,7,0.7729,0.7438
Graveyard,Vines,6,2,8,0.7729,0.7562
Graveyard,Witch,7,0,7,0.7729,0.7438
Graveyard,Wizard,1,1,2,0.7729,0.4861
Graveyard,X-Bow,2,1,3,0.7729,0.6367
Graveyard,Zappies,0,0,0,0.7729,0.5625
Hunter,Baby Dragon,0,0,0,0.567,0.5625
Hunter,Barbarian Hut,0,1,1,0.567,0.567
Hunter,Berserker,0,1,1,0.567,0.567
Hunter,Dart Goblin,0,0,0,0.567,0.5625
Hunter,Electro Spirit,0,1,1,0.567,0.567
Hunter,Electro Wizard,0,0,0,0.567,0.5625
Hunter,Elixir Golem,0,0,0,0.567,0.5625
Hunter,Executioner,0,0,0,0.567,0.5625
Hunter,Fireball,0,0,0,0.567,0.5625
Hunter,Fisherman,0,0,0,0.567,0.5625
Hunter,Flying Machine,0,0,0,0.567,0.5625
Hunter,Furnace,0,0,0,0.567,0.5625
Hunter,Giant,0,0,0,0.567,0.5625
Hunter,Giant Snowball,0,0,0,0.567,0.5625
Hunter,Goblin Barrel,0,0,0,0.567,0.5625
Hunter,Goblin Demolisher,0,0,0,0.567,0.5625
Hunter,Goblin Drill,0,0,0,0.567,0.5625
Hunter,Goblin Giant,0,0,0,0.567,0.5625
Hunter,Goblin Hut,0,0,0,0.567,0.5625
Hunter,Golem,0,0,0,0.567,0.5625
Hunter,Graveyard,0,0,0,0.567,0.5625
Hunter,Ice Spirit,0,0,0,0.567,0.5625
Hunter,Ice Wizard,0,0,0,0.567,0.5625
Hunter,Inferno Tower,0,0,0,0.567,0.5625
Hunter,Knight,0,0,0,0.567,0.5625
Hunter,Lava Hound,0,0,0,0.567,0.5625
Hunter,Mega Knight,0,0,0,0.567,0.5625
Hunter,Mortar,0,0,0,0.567,0.5625
Hunter,Mother Witch,0,0,0,0.567,0.5625
Hunter,Musketeer,0,1,1,0.567,0.567
Hunter,Night Witch,0,0,0,0.567,0.5625
Hunter,P.E.K.K.A,0,0,0,0.567,0.5625
Hunter,Poison,0,1,1,0.567,0.567
Hunter,Princess,0,0,0,0.567,0.5625
Hunter,Rage,0,0,0,0.567,0.5625
Hunter,Ram Rider,0,0,0,0.567,0.5625
Hunter,Rascals,0,0,0,0.567,0.5625
Hunter,Rocket,0,0,0,0.567,0.5625
Hunter,Royal Delivery,0,0,0,0.567,0.5625
Hunter,Royal Giant,0,1,1,0.567,0.567
Hunter,Rune Giant,0,0,0,0.567,0.5625
Hunter,Suspicious Bush,0,0,0,0.567,0.5625
Hunter,The Log,0,0,0,0.567,0.5625
Hunter,Tombstone,0,1,1,0.567,0.567
Hunter,Vines,0,1,1,0.567,0.567
Hunter,Witch,0,0,0,0.567,0.5625
Hunter,Wizard,0,0,0,0.567,0.5625
Hunter,X-Bow,0,0,0,0.567,0.5625
Hunter,Zappies,0,0,0,0.567,0.5625
Ice Spirit,Baby Dragon,6,3,9,0.4888,0.7385
Ice Spirit,Barbarian Hut,2,5,7,0.4888,0.3651
Ice Spirit,Berserker,3,1,4,0.4888,0.6891
Ice Spirit,Dart Goblin,3,5,8,0.4888,0.42
Ice Spirit,Electro Spirit,8,5,13,0.4888,0.7223
Ice Spirit,Electro Wizard,0,2,2,0.4888,0.4861
Ice Spirit,Elixir Golem,0,0,0,0.4888,0.5625
Ice Spirit,Executioner,2,2,4,0.4888,0.5359
Ice Spirit,Fireball,10,7,17,0.4888,0.715
Ice Spirit,Fisherman,0,0,0,0.4888,0.5625
Ice Spirit,Flying Machine,7,2,9,0.4888,0.7669
Ice Spirit,Furnace,0,0,0,0.4888,0.5625
Ice Spirit,Giant,4,5,9,0.4888,0.4737
Ice Spirit,Giant Snowball,1,0,1,0.4888,0.576
Ice Spirit,Goblin Barrel,6,1,7,0.4888,0.7438
Ice Spirit,Goblin Demolisher,0,2,2,0.4888,0.4861
Ice Spirit,Goblin Drill,1,0,1,0.4888,0.576
Ice Spirit,Goblin Giant,0,0,0,0.4888,0.5625
Ice Spirit,Goblin Hut,9,11,20,0.4888,0.4598
Ice Spirit,Golem,3,2,5,0.4888,0.6321
Ice Spirit,Graveyard,0,3,3,0.4888,0.4392
Ice Spirit,Hunter,0,0,0,0.4888,0.5625
Ice Spirit,Ice Wizard,1,0,1,0.4888,0.576
Ice Spirit,Inferno Tower,1,0,1,0.4888,0.576
Ice Spirit,Knight,12,16,28,0.4888,0.4361
Ice Spirit,Lava Hound,1,2,3,0.4888,0.4636
Ice Spirit,Mega Knight,0,1,1,0.4888,0.567
Ice Spirit,Mortar,0,0,0,0.4888,0.5625
Ice Spirit,Mother Witch,2,0,2,0.4888,0.625
Ice Spirit,Musketeer,5,12,17,0.4888,0.3261
Ice Spirit,Night Witch,0,1,1,0.4888,0.567
Ice Spirit,P.E.K.K.A,0,0,0,0.4888,0.5625
Ice Spirit,Poison,2,6,8,0.4888,0.357
Ice Spirit,Princess,0,1,1,0.4888,0.567
Ice Spirit,Rage,2,1,3,0.4888,0.6367
Ice Spirit,Ram Rider,4,8,12,0.4888,0.3669
Ice Spirit,Rascals,6,5,11,0.4888,0.6494
Ice Spirit,Rocket,0,0,0,0.4888,0.5625
Ice Spirit,Royal Delivery,3,2,5,0.4888,0.6321
Ice Spirit,Royal Giant,2,1,3,0.4888,0.6367
Ice Spirit,Rune Giant,0,0,0,0.4888,0.5625
Ice Spirit,Suspicious Bush,8,4,12,0.4888,0.7617
Ice Spirit,The Log,5,10,15,0.4888,0.3597
Ice Spirit,Tombstone,5,7,12,0.4888,0.4402
Ice Spirit,Vines,6,8,14,0.4888,0.4467
Ice Spirit,Witch,4,0,4,0.4888,0.6891
Ice Spirit,Wizard,0,1,1,0.4888,0.567
Ice Spirit,X-Bow,2,2,4,0.4888,0.5359
Ice Spirit,Zappies,0,0,0,0.4888,0.5625
Ice Wizard,Baby Dragon,0,0,0,0.567,0.5625
Ice Wizard,Barbarian Hut,0,1,1,0.567,0.567
Ice Wizard,Berserker,0,0,0,0.567,0.5625
Ice Wizard,Dart Goblin,0,0,0,0.567,0.5625
Ice Wizard,Electro Spirit,0,0,0,0.567,0.5625
Ice Wizard,Electro Wizard,0,0,0,0.567,0.5625
Ice Wizard,Elixir Golem,0,0,0,0.567,0.5625
Ice Wizard,Executioner,0,0,0,0.567,0.5625
Ice Wizard,Fireball,0,1,1,0.567,0.567
Ice Wizard,Fisherman,0,0,0,0.567,0.5625
Ice Wizard,Flying Machine,0,0,0,0.567,0.5625
Ice Wizard,Furnace,0,0,0,0.567,0.5625
Ice Wizard,Giant,0,0,0,0.567,0.5625
Ice Wizard,Giant Snowball,0,0,0,0.567,0.5625
Ice Wizard,Goblin Barrel,0,0,0,0.567,0.5625
Ice Wizard,Goblin Demolisher,0,0,0,0.567,0.5625
Ice Wizard,Goblin Drill,0,0,0,0.567,0.5625
Ice Wizard,Goblin Giant,0,0,0,0.567,0.5625
Ice Wizard,Goblin Hut,0,1,1,0.567,0.567
Ice Wizard,Golem,0,0,0,0.567,0.5625
Ice Wizard,Graveyard,0,0,0,0.567,0.5625
Ice Wizard,Hunter,0,0,0,0.567,0.5625
Ice Wizard,Ice Spirit,0,1,1,0.567,0.567
Ice Wizard,Inferno Tower,0,0,0,0.567,0.5625
Ice Wizard,Knight,0,1,1,0.567,0.567
Ice Wizard,Lava Hound,0,0,0,0.567,0.5625
Ice Wizard,Mega Knight,0,0,0,0.567,0.5625
Ice Wizard,Mortar,0,0,0,0.567,0.5625
Ice Wizard,Mother Witch,0,0,0,0.567,0.5625
Ice Wizard,Musketeer,0,0,0,0.567,0.5625
Ice Wizard,Night Witch,0,0,0,0.567,0.5625
Ice Wizard,P.E.K.K.A,0,0,0,0.567,0.5625
Ice Wizard,Poison,0,0,0,0.567,0.5625
Ice Wizard,Princess,0,0,0,0.567,0.5625
Ice Wizard,Rage,0,0,0,0.567,0.5625
Ice Wizard,Ram Rider,0,0,0,0.567,0.5625
Ice Wizard,Rascals,0,1,1,0.567,0.567
Ice Wizard,Rocket,0,0,0,0.567,0.5625
Ice Wizard,Royal Delivery,0,0,0,0.567,0.5625
Ice Wizard,Royal Giant,0,1,1,0.567,0.567
Ice Wizard,Rune Giant,0,1,1,0.567,0.567
Ice Wizard,Suspicious Bush,0,0,0,0.567,0.5625
Ice Wizard,The Log,0,0,0,0.567,0.5625
Ice Wizard,Tombstone,0,0,0,0.567,0.5625
Ice Wizard,Vines,0,0,0,0.567,0.5625
Ice Wizard,Witch,0,0,0,0.567,0.5625
Ice Wizard,Wizard,0,0,0,0.567,0.5625
Ice Wizard,X-Bow,0,0,0,0.567,0.5625
Ice Wizard,Zappies,0,0,0,0.567,0.5625
Inferno Tower,Baby Dragon,0,0,0,0.567,0.5625
Inferno Tower,Barbarian Hut,0,0,0,0.567,0.5625
Inferno Tower,Berserker,0,0,0,0.567,0.5625
Inferno Tower,Dart Goblin,0,0,0,0.567,0.5625
Inferno Tower,Electro Spirit,0,0,0,0.567,0.5625
Inferno Tower,Electro Wizard,0,0,0,0.567,0.5625
Inferno Tower,Elixir Golem,0,0,0,0.567,0.5625
Inferno Tower,Executioner,0,0,0,0.567,0.5625
Inferno Tower,Fireball,0,1,1,0.567,0.567
Inferno Tower,Fisherman,0,0,0,0.567,0.5625
Inferno Tower,Flying Machine,0,0,0,0.567,0.5625
Inferno Tower,Furnace,0,0,0,0.567,0.5625
Inferno Tower,Giant,0,0,0,0.567,0.5625
Inferno Tower,Giant Snowball,0,0,0,0.567,0.5625
Inferno Tower,Goblin Barrel,0,0,0,0.567,0.5625
Inferno Tower,Goblin Demolisher,0,0,0,0.567,0.5625
Inferno Tower,Goblin Drill,0,0,0,0.567,0.5625
Inferno Tower,Goblin Giant,0,0,0,0.567,0.5625
Inferno Tower,Goblin Hut,0,0,0,0.567,0.5625
Inferno Tower,Golem,0,0,0,0.567,0.5625
Inferno Tower,Graveyard,0,0,0,0.567,0.5625
Inferno Tower,Hunter,0,0,0,0.567,0.5625
Inferno Tower,Ice Spirit,0,1,1,0.567,0.567
Inferno Tower,Ice Wizard,0,0,0,0.567,0.5625
Inferno Tower,Knight,0,0,0,0.567,0.5625
Inferno Tower,Lava Hound,0,1,1,0.567,0.567
Inferno Tower,Mega Knight,0,0,0,0.567,0.5625
Inferno Tower,Mortar,0,0,0,0.567,0.5625
Inferno Tower,Mother Witch,0,0,0,0.567,0.5625
Inferno Tower,Musketeer,0,1,1,0.567,0.567
Inferno Tower,Night Witch,0,0,0,0.567,0.5625
Inferno Tower,P.E.K.K.A,0,0,0,0.567,0.5625
Inferno Tower,Poison,0,0,0,0.567,0.5625
Inferno Tower,Princess,0,0,0,0.567,0.5625
Inferno Tower,Rage,0,0,0,0.567,0.5625
Inferno Tower,Ram Rider,0,1,1,0.567,0.567
Inferno Tower,Rascals,0,0,0,0.567,0.5625
Inferno Tower,Rocket,0,0,0,0.567,0.5625
Inferno Tower,Royal Delivery,0,0,0,0.567,0.5625
Inferno Tower,Royal Giant,0,0,0,0.567,0.5625
Inferno Tower,Rune Giant,0,0,0,0.567,0.5625
Inferno Tower,Suspicious Bush,0,0,0,0.567,0.5625
Inferno Tower,The Log,0,1,1,0.567,0.567
Inferno Tower,Tombstone,0,1,1,0.567,0.567
Inferno Tower,Vines,0,1,1,0.567,0.567
Inferno Tower,Witch,0,0,0,0.567,0.5625
Inferno Tower,Wizard,0,0,0,0.567,0.5625
Inferno Tower,X-Bow,0,0,0,0.567,0.5625
Inferno Tower,Zappies,0,0,0,0.567,0.5625
Knight,Baby Dragon,6,3,9,0.7321,0.7385
Knight,Barbarian Hut,2,4,6,0.7321,0.4027
Knight,Berserker,3,1,4,0.7321,0.6891
Knight,Dart Goblin,4,1,5,0.7321,0.7111
Knight,Electro Spirit,10,4,14,0.7321,0.8028
Knight,Electro Wizard,7,4,11,0.7321,0.7286
Knight,Elixir Golem,1,0,1,0.7321,0.576
Knight,Executioner,0,4,4,0.7321,0.4097
Knight,Fireball,9,9,18,0.7321,0.6378
Knight,Fisherman,1,0,1,0.7321,0.576
Knight,Flying Machine,9,2,11,0.7321,0.784
Knight,Furnace,2,0,2,0.7321,0.625
Knight,Giant,4,4,8,0.7321,0.5882
Knight,Giant Snowball,2,0,2,0.7321,0.625
Knight,Goblin Barrel,9,8,17,0.7321,0.6616
Knight,Goblin Demolisher,1,2,3,0.7321,0.4636
Knight,Goblin Drill,0,0,0,0.7321,0.5625
Knight,Goblin Giant,1,2,3,0.7321,0.4636
Knight,Goblin Hut,6,9,15,0.7321,0.4195
Knight,Golem,5,4,9,0.7321,0.6438
Knight,Graveyard,5,7,12,0.7321,0.4402
Knight,Hunter,0,0,0,0.7321,0.5625
Knight,Ice Spirit,16,12,28,0.7321,0.724
Knight,Ice Wizard,1,0,1,0.7321,0.576
Knight,Inferno Tower,0,0,0,0.7321,0.5625
Knight,Lava Hound,0,1,1,0.7321,0.567
Knight,Mega Knight,1,3,4,0.7321,0.4097
Knight,Mortar,0,0,0,0.7321,0.5625
Knight,Mother Witch,2,1,3,0.7321,0.6367
Knight,Musketeer,10,16,26,0.7321,0.3958
Knight,Night Witch,1,4,5,0.7321,0.3898
Knight,P.E.K.K.A,1,0,1,0.7321,0.576
Knight,Poison,11,8,19,0.7321,0.7127
Knight,Princess,2,1,3,0.7321,0.6367
Knight,Rage,1,0,1,0.7321,0.576
Knight,Ram Rider,4,4,8,0.7321,0.5882
Knight,Rascals,12,7,19,0.7321,0.7608
Knight,Rocket,2,0,2,0.7321,0.625
Knight,Royal Delivery,5,5,10,0.7321,0.6036
Knight,Royal Giant,4,1,5,0.7321,0.7111
Knight,Rune Giant,5,2,7,0.7321,0.7438
Knight,Suspicious Bush,15,7,22,0.7321,0.8153
Knight,The Log,8,12,20,0.7321,0.4138
Knight,Tombstone,15,12,27,0.7321,0.7076
Knight,Vines,7,10,17,0.7321,0.4275
Knight,Witch,8,2,10,0.7321,0.776
Knight,Wizard,1,0,1,0.7321,0.576
Knight,X-Bow,5,0,5,0.7321,0.7111
Knight,Zappies,0,0,0,0.7321,0.5625
Lava Hound,Baby Dragon,0,1,1,0.6932,0.567
Lava Hound,Barbarian Hut,0,1,1,0.6932,0.567
Lava Hound,Berserker,0,0,0,0.6932,0.5625
Lava Hound,Dart Goblin,0,0,0,0.6932,0.5625
Lava Hound,Electro Spirit,1,0,1,0.6932,0.576
Lava Hound,Electro Wizard,3,0,3,0.6932,0.6612
Lava Hound,Elixir Golem,0,0,0,0.6932,0.5625
Lava Hound,Executioner,1,1,2,0.6932,0.4861
Lava Hound,Fireball,2,1,3,0.6932,0.6367
Lava Hound,Fisherman,0,0,0,0.6932,0.5625
Lava Hound,Flying Machine,0,0,0,0.6932,0.5625
Lava Hound,Furnace,0,0,0,0.6932,0.5625
Lava Hound,Giant,2,0,2,0.6932,0.625
Lava Hound,Giant Snowball,2,0,2,0.6932,0.625
Lava Hound,Goblin Barrel,2,1,3,0.6932,0.6367
Lava Hound,Goblin Demolisher,1,0,1,0.6932,0.576
Lava Hound,Goblin Drill,0,0,0,0.6932,0.5625
Lava Hound,Goblin Giant,0,0,0,0.6932,0.5625
Lava Hound,Goblin Hut,3,1,4,0.6932,0.6891
Lava Hound,Golem,0,1,1,0.6932,0.567
Lava Hound,Graveyard,1,3,4,0.6932,0.4097
Lava Hound,Hunter,0,0,0,0.6932,0.5625
Lava Hound,Ice Spirit,2,1,3,0.6932,0.6367
Lava Hound,Ice Wizard,0,0,0,0.6932,0.5625
Lava Hound,Inferno Tower,1,0,1,0.6932,0.576
Lava Hound,Knight,1,0,1,0.6932,0.576
Lava Hound,Mega Knight,2,2,4,0.6932,0.5359
Lava Hound,Mortar,0,0,0,0.6932,0.5625
Lava Hound,Mother Witch,0,0,0,0.6932,0.5625
Lava Hound,Musketeer,0,2,2,0.6932,0.4861
Lava Hound,Night Witch,1,2,3,0.6932,0.4636
Lava Hound,P.E.K.K.A,0,0,0,0.6932,0.5625
Lava Hound,Poison,1,0,1,0.6932,0.576
Lava Hound,Princess,1,0,1,0.6932,0.576
Lava Hound,Rage,1,0,1,0.6932,0.576
Lava Hound,Ram Rider,2,0,2,0.6932,0.625
Lava Hound,Rascals,2,0,2,0.6932,0.625
Lava Hound,Rocket,0,0,0,0.6932,0.5625
Lava Hound,Royal Delivery,3,0,3,0.6932,0.6612
Lava Hound,Royal Giant,0,0,0,0.6932,0.5625
Lava Hound,Rune Giant,2,1,3,0.6932,0.6367
Lava Hound,Suspicious Bush,2,3,5,0.6932,0.4688
Lava Hound,The Log,0,1,1,0.6932,0.567
Lava Hound,Tombstone,1,1,2,0.6932,0.4861
Lava Hound,Vines,0,1,1,0.6932,0.567
Lava Hound,Witch,0,0,0,0.6932,0.5625
Lava Hound,Wizard,0,0,0,0.6932,0.5625
Lava Hound,X-Bow,0,0,0,0.6932,0.5625
Lava Hound,Zappies,0,0,0,0.6932,0.5625
Mega Knight,Baby Dragon,0,0,0,0.7023,0.5625
Mega Knight,Barbarian Hut,0,0,0,0.7023,0.5625
Mega Knight,Berserker,0,0,0,0.7023,0.5625
Mega Knight,Dart Goblin,2,1,3,0.7023,0.6367
Mega Knight,Electro Spirit,0,0,0,0.7023,0.5625
Mega Knight,Electro Wizard,1,0,1,0.7023,0.576
Mega Knight,Elixir Golem,1,0,1,0.7023,0.576
Mega Knight,Executioner,1,1,2,0.7023,0.4861
Mega Knight,Fireball,2,1,3,0.7023,0.6367
Mega Knight,Fisherman,1,0,1,0.7023,0.576
Mega Knight,Flying Machine,0,0,0,0.7023,0.5625
Mega Knight,Furnace,0,0,0,0.7023,0.5625
Mega Knight,Giant,0,0,0,0.7023,0.5625
Mega Knight,Giant Snowball,0,0,0,0.7023,0.5625
Mega Knight,Goblin Barrel,1,1,2,0.7023,0.4861
Mega Knight,Goblin Demolisher,0,0,0,0.7023,0.5625
Mega Knight,Goblin Drill,0,0,0,0.7023,0.5625
Mega Knight,Goblin Giant,0,0,0,0.7023,0.5625
Mega Knight,Goblin Hut,2,0,2,0.7023,0.625
Mega Knight,Golem,0,0,0,0.7023,0.5625
Mega Knight,Graveyard,0,0,0,0.7023,0.5625
Mega Knight,Hunter,0,0,0,0.7023,0.5625
Mega Knight,Ice Spirit,1,0,1,0.7023,0.576
Mega Knight,Ice Wizard,0,0,0,0.7023,0.5625
Mega Knight,Inferno Tower,0,0,0,0.7023,0.5625
Mega Knight,Knight,3,1,4,0.7023,0.6891
Mega Knight,Lava Hound,2,2,4,0.7023,0.5359
Mega Knight,Mortar,0,0,0,0.7023,0.5625
Mega Knight,Mother Witch,0,0,0,0.7023,0.5625
Mega Knight,Musketeer,0,0,0,0.7023,0.5625
Mega Knight,Night Witch,0,1,1,0.7023,0.567
Mega Knight,P.E.K.K.A,0,0,0,0.7023,0.5625
Mega Knight,Poison,2,1,3,0.7023,0.6367
Mega Knight,Princess,0,0,0,0.7023,0.5625
Mega Knight,Rage,1,1,2,0.7023,0.4861
Mega Knight,Ram Rider,2,1,3,0.7023,0.6367
Mega Knight,Rascals,1,0,1,0.7023,0.576
Mega Knight,Rocket,0,0,0,0.7023,0.5625
Mega Knight,Royal Delivery,0,0,0,0.7023,0.5625
Mega Knight,Royal Giant,0,0,0,0.7023,0.5625
Mega Knight,Rune Giant,0,0,0,0.7023,0.5625
Mega Knight,Suspicious Bush,2,2,4,0.7023,0.5359
Mega Knight,The Log,1,0,1,0.7023,0.576
Mega Knight,Tombstone,2,1,3,0.7023,0.6367
Mega Knight,Vines,2,1,3,0.7023,0.6367
Mega Knight,Witch,1,0,1,0.7023,0.576
Mega Knight,Wizard,0,0,0,0.7023,0.5625
Mega Knight,X-Bow,1,1,2,0.7023,0.4861
Mega Knight,Zappies,0,0,0,0.7023,0.5625
Mortar,Baby Dragon,0,0,0,0.567,0.5625
Mortar,Barbarian Hut,0,1,1,0.567,0.567
Mortar,Berserker,0,1,1,0.567,0.567
Mortar,Dart Goblin,0,0,0,0.567,0.5625
Mortar,Electro Spirit,0,1,1,0.567,0.567
Mortar,Electro Wizard,0,0,0,0.567,0.5625
Mortar,Elixir Golem,0,0,0,0.567,0.5625
Mortar,Executioner,0,0,0,0.567,0.5625
Mortar,Fireball,0,0,0,0.567,0.5625
Mortar,Fisherman,0,0,0,0.567,0.5625
Mortar,Flying Machine,0,0,0,0.567,0.5625
Mortar,Furnace,0,0,0,0.567,0.5625
Mortar,Giant,0,0,0,0.567,0.5625
Mortar,Giant Snowball,0,0,0,0.567,0.5625
Mortar,Goblin Barrel,0,0,0,0.567,0.5625
Mortar,Goblin Demolisher,0,0,0,0.567,0.5625
Mortar,Goblin Drill,0,0,0,0.567,0.5625
Mortar,Goblin Giant,0,0,0,0.567,0.5625
Mortar,Goblin Hut,0,0,0,0.567,0.5625
Mortar,Golem,0,0,0,0.567,0.5625
Mortar,Graveyard,0,0,0,0.567,0.5625
Mortar,Hunter,0,0,0,0.567,0.5625
Mortar,Ice Spirit,0,0,0,0.567,0.5625
Mortar,Ice Wizard,0,0,0,0.567,0.5625
Mortar,Inferno Tower,0,0,0,0.567,0.5625
Mortar,Knight,0,0,0,0.567,0.5625
Mortar,Lava Hound,0,0,0,0.567,0.5625
Mortar,Mega Knight,0,0,0,0.567,0.5625
Mortar,Mother Witch,0,0,0,0.567,0.5625
Mortar,Musketeer,0,1,1,0.567,0.567
Mortar,Night Witch,0,0,0,0.567,0.5625
Mortar,P.E.K.K.A,0,0,0,0.567,0.5625
Mortar,Poison,0,1,1,0.567,0.567
Mortar,Princess,0,0,0,0.567,0.5625
Mortar,Rage,0,0,0,0.567,0.5625
Mortar,Ram Rider,0,0,0,0.567,0.5625
Mortar,Rascals,0,0,0,0.567,0.5625
Mortar,Rocket,0,0,0,0.567,0.5625
Mortar,Royal Delivery,0,0,0,0.567,0.5625
Mortar,Royal Giant,0,1,1,0.567,0.567
Mortar,Rune Giant,0,0,0,0.567,0.5625
Mortar,Suspicious Bush,0,0,0,0.567,0.5625
Mortar,The Log,0,0,0,0.567,0.5625
Mortar,Tombstone,0,1,1,0.567,0.567
Mortar,Vines,0,1,1,0.567,0.567
Mortar,Witch,0,0,0,0.567,0.5625
Mortar,Wizard,0,0,0,0.567,0.5625
Mortar,X-Bow,0,0,0,0.567,0.5625
Mortar,Zappies,0,0,0,0.567,0.5625
Mother Witch,Baby Dragon,0,0,0,0.4097,0.5625
Mother Witch,Barbarian Hut,0,0,0,0.4097,0.5625
Mother Witch,Berserker,0,0,0,0.4097,0.5625
Mother Witch,Dart Goblin,0,0,0,0.4097,0.5625
Mother Witch,Electro Spirit,1,2,3,0.4097,0.4636
Mother Witch,Electro Wizard,0,1,1,0.4097,0.567
Mother Witch,Elixir Golem,0,0,0,0.4097,0.5625
Mother Witch,Executioner,0,0,0,0.4097,0.5625
Mother Witch,Fireball,0,2,2,0.4097,0.4861
Mother Witch,Fisherman,0,0,0,0.4097,0.5625
Mother Witch,Flying Machine,0,2,2,0.4097,0.4861
Mother Witch,Furnace,0,0,0,0.4097,0.5625
Mother Witch,Giant,0,0,0,0.4097,0.5625
Mother Witch,Giant Snowball,0,0,0,0.4097,0.5625
Mother Witch,Goblin Barrel,1,0,1,0.4097,0.576
Mother Witch,Goblin Demolisher,0,1,1,0.4097,0.567
Mother Witch,Goblin Drill,0,0,0,0.4097,0.5625
Mother Witch,Goblin Giant,0,0,0,0.4097,0.5625
Mother Witch,Goblin Hut,0,2,2,0.4097,0.4861
Mother Witch,Golem,0,0,0,0.4097,0.5625
Mother Witch,Graveyard,1,2,3,0.4097,0.4636
Mother Witch,Hunter,0,0,0,0.4097,0.5625
Mother Witch,Ice Spirit,0,2,2,0.4097,0.4861
Mother Witch,Ice Wizard,0,0,0,0.4097,0.5625
Mother Witch,Inferno Tower,0,0,0,0.4097,0.5625
Mother Witch,Knight,1,2,3,0.4097,0.4636
Mother Witch,Lava Hound,0,0,0,0.4097,0.5625
Mother Witch,Mega Knight,0,0,0,0.4097,0.5625
Mother Witch,Mortar,0,0,0,0.4097,0.5625
Mother Witch,Musketeer,0,1,1,0.4097,0.567
